deferred_key,run_version,source_ref,source_type,source_candidate_type,artist_display_name,title,year,storefront,deferred_reason,candidate_count,best_score,best_result_rank,best_reject_reason,prior_review_reason,prior_best_reject_reason,error_message,raw_payload_persisted
graph_song:song|frankie knuckles presents satoshi tomiie|tears:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|frankie knuckles presents satoshi tomiie|tears,graph_song,song,Frankie Knuckles presents Satoshi Tomiie,Tears,1989,us,direct_song_hardening_v2_no_auto_match,10,35,2,title_not_strong_enough,apple_song_search_no_auto_match,artist_not_matched,,false
graph_song:song|funkadelic|not just knee deep:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|funkadelic|not just knee deep,graph_song,song,Funkadelic,Not Just Knee Deep,1979,us,direct_song_hardening_v2_no_auto_match,10,70,1,title_not_strong_enough,apple_song_search_no_auto_match,,,false
graph_song:song|future|fuck up some commas:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|future|fuck up some commas,graph_song,song,Future,Fuck Up Some Commas,2015,us,direct_song_hardening_v2_no_auto_match,10,76,3,title_not_strong_enough,apple_song_search_needs_review_version_risk,,,false
graph_song:song|garth brooks|ain t going down til the sun comes up:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|garth brooks|ain t going down til the sun comes up,graph_song,song,Garth Brooks,Ain't Going Down ('Til the Sun Comes Up),1993,us,direct_song_hardening_v2_no_auto_match,10,64,3,artist_not_matched,apple_song_search_no_auto_match,artist_not_matched,,false
graph_song:song|garth brooks|callin baton rouge:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|garth brooks|callin baton rouge,graph_song,song,Garth Brooks,Callin' Baton Rouge,1993,us,direct_song_hardening_v2_no_auto_match,10,67,4,artist_not_matched,apple_song_search_needs_review_version_risk,compatible_artist_without_tight_year,,false
graph_song:song|garth brooks|dance:direct_song_hardening_v2_context_term_needs_review,apple_music_direct_song_hardening_pass_v2,song|garth brooks|dance,graph_song,song,Garth Brooks,The Dance,1990,us,direct_song_hardening_v2_context_term_needs_review,10,65,1,context_term:tribute,apple_song_search_no_auto_match,compatible_artist_without_tight_year,,false
graph_song:song|garth brooks|friends in low places:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|garth brooks|friends in low places,graph_song,song,Garth Brooks,Friends in Low Places,1990,us,direct_song_hardening_v2_no_auto_match,10,75,4,artist_not_matched,apple_song_search_no_auto_match,compatible_artist_without_tight_year,,false
graph_song:song|garth brooks|much too young to feel this damn old:direct_song_hardening_v2_context_term_needs_review,apple_music_direct_song_hardening_pass_v2,song|garth brooks|much too young to feel this damn old,graph_song,song,Garth Brooks,Much Too Young (To Feel This Damn Old),1989,us,direct_song_hardening_v2_context_term_needs_review,10,64,2,context_term:tribute,apple_song_search_no_auto_match,compatible_artist_without_tight_year,,false
graph_song:song|garth brooks|river:direct_song_hardening_v2_context_term_needs_review,apple_music_direct_song_hardening_pass_v2,song|garth brooks|river,graph_song,song,Garth Brooks,The River,1992,us,direct_song_hardening_v2_context_term_needs_review,10,65,1,context_term:tribute,apple_song_search_no_auto_match,compatible_artist_without_tight_year,,false
graph_song:song|garth brooks|rodeo:direct_song_hardening_v2_context_term_needs_review,apple_music_direct_song_hardening_pass_v2,song|garth brooks|rodeo,graph_song,song,Garth Brooks,Rodeo,1991,us,direct_song_hardening_v2_context_term_needs_review,10,65,1,context_term:tribute,apple_song_search_no_auto_match,compatible_artist_without_tight_year,,false
graph_song:song|garth brooks|thunder rolls:direct_song_hardening_v2_context_term_needs_review,apple_music_direct_song_hardening_pass_v2,song|garth brooks|thunder rolls,graph_song,song,Garth Brooks,The Thunder Rolls,1990,us,direct_song_hardening_v2_context_term_needs_review,10,65,1,context_term:tribute,apple_song_search_no_auto_match,compatible_artist_without_tight_year,,false
graph_song:song|gene autry|here comes santa claus:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|gene autry|here comes santa claus,graph_song,song,Gene Autry,Here Comes Santa Claus,1947,us,direct_song_hardening_v2_no_auto_match,10,82,1,title_not_strong_enough,apple_song_search_needs_review_version_risk,,,false
graph_song:song|gmwa women of worship|order my steps:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|gmwa women of worship|order my steps,graph_song,song,GMWA Women of Worship,Order My Steps,1996,us,direct_song_hardening_v2_no_auto_match,10,76,3,artist_not_matched,apple_song_search_needs_review_version_risk,artist_not_matched,,false
