deferred_key,run_version,source_ref,source_type,source_candidate_type,artist_display_name,title,year,storefront,deferred_reason,apple_artist_id,artist_id_source,candidate_count,best_score,best_candidate_id,best_candidate_title,best_candidate_variant,error_message,prior_review_reason,raw_payload_persisted
graph_album:album|jerry jeff walker|viva terlingua:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|jerry jeff walker|viva terlingua,graph_album,album,Jerry Jeff Walker,Viva Terlingua,1973,us,artist_album_resolver_no_safe_album_match,25410,existing_graph_artist_link,5,73,1444063123,Viva Terlingua (Live),,,apple_album_search_no_auto_match,false
graph_album:album|jesus culture|your love never fails:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|jesus culture|your love never fails,graph_album,album,Jesus Culture,Your Love Never Fails,2008,us,artist_album_resolver_no_safe_album_match,319089613,apple_artist_search_ephemeral,6,40,1440851609,Come Away (Live),,,apple_album_search_no_auto_match,false
graph_album:album|jethro tull|thick as a brick:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|jethro tull|thick as a brick,graph_album,album,Jethro Tull,Thick as a Brick,1972,us,artist_album_resolver_no_safe_album_match,44596725,existing_graph_artist_link,21,24,726371044,Aqualung (1996 Bonus Tracks Edition),,,apple_album_search_no_auto_match,false
graph_album:album|joan baez|in concert:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|joan baez|in concert,graph_album,album,Joan Baez,In Concert,1962,us,artist_album_resolver_no_safe_album_match,53225,existing_graph_artist_link,7,19,712142976,Joan Baez (Bonus Track Version),,,apple_album_search_no_auto_match,false
graph_album:album|joff bush|bluey the album:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|joff bush|bluey the album,graph_album,album,Joff Bush,Bluey: The Album,2021,us,artist_album_resolver_no_safe_album_match,1525562423,apple_artist_search_ephemeral,5,20,1539220729,Bluey Theme Tune (Instrument Parade) - Single,,,apple_album_search_no_auto_match,false
graph_album:album|johnny cash|at folsom prison:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|johnny cash|at folsom prison,graph_album,album,Johnny Cash,At Folsom Prison,1968,us,artist_album_resolver_no_safe_album_match,70936,existing_graph_artist_link,27,73,825516828,At Folsom Prison (Live),,,apple_album_search_no_auto_match,false
graph_album:album|jungle brothers|done by the forces of nature:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|jungle brothers|done by the forces of nature,graph_album,album,Jungle Brothers,Done by the Forces of Nature,1989,us,artist_album_resolver_no_safe_album_match,199887,existing_graph_artist_link,6,40,3242008,Straight Out the Jungle,,,apple_album_search_no_auto_match,false
graph_album:album|justice|cross:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|justice|cross,graph_album,album,Justice,Cross,2007,us,artist_album_resolver_no_safe_album_match,145072812,existing_graph_artist_link,10,66,259751732,Justice,,,apple_album_search_no_auto_match,false
graph_album:album|kathy young and the innocents|a thousand stars:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|kathy young and the innocents|a thousand stars,graph_album,album,Kathy Young & The Innocents,A Thousand Stars,1961,us,artist_album_resolver_no_safe_album_match,16749993,manual_artist_override,1,45,420888756,A Thousand Stars (Remastered) - Single,,,apple_album_search_no_auto_match,false
graph_album:album|kiss|alive:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|kiss|alive,graph_album,album,Kiss,Alive!,1975,us,artist_album_resolver_no_safe_album_match,118108,existing_graph_artist_link,12,37,1440854205,Destroyer (2012 Remaster),,,apple_album_search_no_auto_match,false
graph_album:album|kruder and dorfmeister|kandd sessions:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|kruder and dorfmeister|kandd sessions,graph_album,album,Kruder & Dorfmeister,The K&D Sessions,1998,us,artist_album_resolver_no_safe_album_match,1422733,apple_artist_search_ephemeral,11,73,1613602443,The K&D Sessions (DJ Mix),,,apple_album_search_no_auto_match,false
