deferred_key,run_version,source_ref,source_type,source_candidate_type,artist_display_name,title,year,storefront,deferred_reason,candidate_count,best_score,second_score,apple_album_id,error_message,raw_payload_persisted
album_sidecar_track:album|jill scott|who is jill scott words and sounds vol 1@@1@@36@@@@silence:album_bound_track_no_safe_match:1416153023,apple_music_sidecar_track_album_bound_pass_v1,album|jill scott|who is jill scott words and sounds vol 1@@1@@36@@@@silence,album_sidecar_track,track,Jill Scott,[silence],2000,us,album_bound_track_no_safe_match,2,7,7,1416153023,,false
album_sidecar_track:album|jill scott|who is jill scott words and sounds vol 1@@1@@37@@@@silence:album_bound_track_no_safe_match:1416153023,apple_music_sidecar_track_album_bound_pass_v1,album|jill scott|who is jill scott words and sounds vol 1@@1@@37@@@@silence,album_sidecar_track,track,Jill Scott,[silence],2000,us,album_bound_track_no_safe_match,2,7,7,1416153023,,false
album_sidecar_track:album|jill scott|who is jill scott words and sounds vol 1@@1@@38@@@@silence:album_bound_track_no_safe_match:1416153023,apple_music_sidecar_track_album_bound_pass_v1,album|jill scott|who is jill scott words and sounds vol 1@@1@@38@@@@silence,album_sidecar_track,track,Jill Scott,[silence],2000,us,album_bound_track_no_safe_match,2,7,7,1416153023,,false
album_sidecar_track:album|jill scott|who is jill scott words and sounds vol 1@@1@@39@@@@silence:album_bound_track_no_safe_match:1416153023,apple_music_sidecar_track_album_bound_pass_v1,album|jill scott|who is jill scott words and sounds vol 1@@1@@39@@@@silence,album_sidecar_track,track,Jill Scott,[silence],2000,us,album_bound_track_no_safe_match,2,7,7,1416153023,,false
album_sidecar_track:album|jill scott|who is jill scott words and sounds vol 1@@1@@40@@@@silence:album_bound_track_no_safe_match:1416153023,apple_music_sidecar_track_album_bound_pass_v1,album|jill scott|who is jill scott words and sounds vol 1@@1@@40@@@@silence,album_sidecar_track,track,Jill Scott,[silence],2000,us,album_bound_track_no_safe_match,2,7,7,1416153023,,false
album_sidecar_track:album|jill scott|who is jill scott words and sounds vol 1@@1@@41@@@@silence:album_bound_track_no_safe_match:1416153023,apple_music_sidecar_track_album_bound_pass_v1,album|jill scott|who is jill scott words and sounds vol 1@@1@@41@@@@silence,album_sidecar_track,track,Jill Scott,[silence],2000,us,album_bound_track_no_safe_match,2,7,7,1416153023,,false
album_sidecar_track:album|jill scott|who is jill scott words and sounds vol 1@@1@@42@@@@silence:album_bound_track_no_safe_match:1416153023,apple_music_sidecar_track_album_bound_pass_v1,album|jill scott|who is jill scott words and sounds vol 1@@1@@42@@@@silence,album_sidecar_track,track,Jill Scott,[silence],2000,us,album_bound_track_no_safe_match,2,7,7,1416153023,,false
album_sidecar_track:album|jill scott|who is jill scott words and sounds vol 1@@1@@43@@@@silence:album_bound_track_no_safe_match:1416153023,apple_music_sidecar_track_album_bound_pass_v1,album|jill scott|who is jill scott words and sounds vol 1@@1@@43@@@@silence,album_sidecar_track,track,Jill Scott,[silence],2000,us,album_bound_track_no_safe_match,2,7,7,1416153023,,false
album_sidecar_track:album|jill scott|who is jill scott words and sounds vol 1@@1@@44@@@@try love rain remix:album_bound_track_no_safe_match:1416153023,apple_music_sidecar_track_album_bound_pass_v1,album|jill scott|who is jill scott words and sounds vol 1@@1@@44@@@@try love rain remix,album_sidecar_track,track,Jill Scott,Try / Love Rain (remix),2000,us,album_bound_track_no_safe_match,2,7,7,1416153023,,false
album_sidecar_track:album|jimi hendrix experience|are you experienced@@1@@10@@@@foxy lady:album_bound_track_no_safe_match:357225315,apple_music_sidecar_track_album_bound_pass_v1,album|jimi hendrix experience|are you experienced@@1@@10@@@@foxy lady,album_sidecar_track,track,The Jimi Hendrix Experience,Foxy Lady,1967,us,album_bound_track_no_safe_match,7,57,21,357225315,,false
album_sidecar_track:album|jimi hendrix experience|electric ladyland@@1@@7@@@@come on part 1:album_bound_track_no_safe_match:357652252,apple_music_sidecar_track_album_bound_pass_v1,album|jimi hendrix experience|electric ladyland@@1@@7@@@@come on part 1,album_sidecar_track,track,The Jimi Hendrix Experience,"Come On, Part 1",1968,us,album_bound_track_no_safe_match,1,57,,357652252,,false
album_sidecar_track:album|joan baez|farewell angelina@@1@@2@@@@daddy you been on my mind:album_bound_track_no_safe_match:712077351,apple_music_sidecar_track_album_bound_pass_v1,album|joan baez|farewell angelina@@1@@2@@@@daddy you been on my mind,album_sidecar_track,track,Joan Baez,"Daddy, You Been on My Mind",1965,us,album_bound_track_no_safe_match,4,61,12,712077351,,false
album_sidecar_track:album|john coltrane|a love supreme@@1@@1@@@@a love supreme part 1 acknowledgement:album_bound_track_no_safe_match:1440713018,apple_music_sidecar_track_album_bound_pass_v1,album|john coltrane|a love supreme@@1@@1@@@@a love supreme part 1 acknowledgement,album_sidecar_track,track,John Coltrane,"A Love Supreme, Part 1: Acknowledgement",1965,us,album_bound_track_no_safe_match,4,62,16,1440713018,,false
album_sidecar_track:album|john coltrane|a love supreme@@1@@2@@@@a love supreme part 2 resolution:album_bound_track_no_safe_match:1440713018,apple_music_sidecar_track_album_bound_pass_v1,album|john coltrane|a love supreme@@1@@2@@@@a love supreme part 2 resolution,album_sidecar_track,track,John Coltrane,"A Love Supreme, Part 2: Resolution",1965,us,album_bound_track_no_safe_match,4,57,17,1440713018,,false
album_sidecar_track:album|john coltrane|a love supreme@@1@@3@@@@a love supreme part 3 pursuance a love supreme part 4 psalm:album_bound_track_no_safe_match:1440713018,apple_music_sidecar_track_album_bound_pass_v1,album|john coltrane|a love supreme@@1@@3@@@@a love supreme part 3 pursuance a love supreme part 4 psalm,album_sidecar_track,track,John Coltrane,"A Love Supreme, Part 3: Pursuance / A Love Supreme, Part 4: Psalm",1965,us,album_bound_track_no_safe_match,4,46,12,1440713018,,false
album_sidecar_track:album|john williams|star wars@@1@@4@@@@desert robot auction:album_bound_track_no_safe_match:1375814280,apple_music_sidecar_track_album_bound_pass_v1,album|john williams|star wars@@1@@4@@@@desert robot auction,album_sidecar_track,track,John Williams,The Desert / The Robot Auction,1977,us,album_bound_track_no_safe_match,7,59,21,1375814280,,false
album_sidecar_track:album|john williams|star wars@@1@@5@@@@ben s death tie fighter attack:album_bound_track_no_safe_match:1375814280,apple_music_sidecar_track_album_bound_pass_v1,album|john williams|star wars@@1@@5@@@@ben s death tie fighter attack,album_sidecar_track,track,John Williams,Ben’s Death / TIE Fighter Attack,1977,us,album_bound_track_no_safe_match,7,54,12,1375814280,,false
album_sidecar_track:album|john williams|star wars@@2@@1@@@@land of sandpeople:album_bound_track_no_safe_match:1375814280,apple_music_sidecar_track_album_bound_pass_v1,album|john williams|star wars@@2@@1@@@@land of sandpeople,album_sidecar_track,track,John Williams,The Land of the Sandpeople,1977,us,album_bound_track_no_safe_match,7,23,21,1375814280,,false
album_sidecar_track:album|john williams|star wars@@2@@2@@@@mouse robot blasting off:album_bound_track_no_safe_match:1375814280,apple_music_sidecar_track_album_bound_pass_v1,album|john williams|star wars@@2@@2@@@@mouse robot blasting off,album_sidecar_track,track,John Williams,Mouse Robot / Blasting Off,1977,us,album_bound_track_no_safe_match,7,21,18,1375814280,,false
album_sidecar_track:album|john williams|star wars@@2@@7@@@@throne room end title:album_bound_track_no_safe_match:1375814280,apple_music_sidecar_track_album_bound_pass_v1,album|john williams|star wars@@2@@7@@@@throne room end title,album_sidecar_track,track,John Williams,The Throne Room / End Title,1977,us,album_bound_track_no_safe_match,5,17,9,1375814280,,false
album_sidecar_track:album|johnny and the hurricanes|red river rock@@1@@2@@@@lazy:album_bound_track_no_safe_match:1563530680,apple_music_sidecar_track_album_bound_pass_v1,album|johnny and the hurricanes|red river rock@@1@@2@@@@lazy,album_sidecar_track,track,Johnny and the Hurricanes,Lazy,1959,us,album_bound_track_no_safe_match,10,66,61,1563530680,,false
album_sidecar_track:album|johnny cash|at folsom prison@@1@@10@@@@dirty old egg sucking dog:album_bound_track_no_safe_match:825516828,apple_music_sidecar_track_album_bound_pass_v1,album|johnny cash|at folsom prison@@1@@10@@@@dirty old egg sucking dog,album_sidecar_track,track,Johnny Cash,Dirty Old Egg-Sucking Dog,1968,us,album_bound_track_no_safe_match,1,57,,825516828,,false
album_sidecar_track:album|johnny cash|fabulous johnny cash@@1@@11@@@@shepard of my heart:album_bound_track_no_safe_match:824805241,apple_music_sidecar_track_album_bound_pass_v1,album|johnny cash|fabulous johnny cash@@1@@11@@@@shepard of my heart,album_sidecar_track,track,Johnny Cash,Shepard of My Heart,1958,us,album_bound_track_no_safe_match,3,57,23,824805241,,false
album_sidecar_track:album|johnny cash|fabulous johnny cash@@1@@12@@@@supper time:album_bound_track_no_safe_match:824805241,apple_music_sidecar_track_album_bound_pass_v1,album|johnny cash|fabulous johnny cash@@1@@12@@@@supper time,album_sidecar_track,track,Johnny Cash,Supper Time,1958,us,album_bound_track_no_safe_match,3,57,9,824805241,,false
album_sidecar_track:album|johnny cash|fabulous johnny cash@@1@@4@@@@troubador:album_bound_track_no_safe_match:824805241,apple_music_sidecar_track_album_bound_pass_v1,album|johnny cash|fabulous johnny cash@@1@@4@@@@troubador,album_sidecar_track,track,Johnny Cash,The Troubador,1958,us,album_bound_track_no_safe_match,3,59,21,824805241,,false
album_sidecar_track:album|josh groban|closer@@1@@14@@@@mi morena:album_bound_track_no_safe_match:986497062,apple_music_sidecar_track_album_bound_pass_v1,album|josh groban|closer@@1@@14@@@@mi morena,album_sidecar_track,track,Josh Groban,Mi Morena,2003,us,album_bound_track_no_safe_match,0,0,,986497062,,false
album_sidecar_track:album|josh groban|closer@@1@@15@@@@she s out of my life:album_bound_track_no_safe_match:986497062,apple_music_sidecar_track_album_bound_pass_v1,album|josh groban|closer@@1@@15@@@@she s out of my life,album_sidecar_track,track,Josh Groban,She's Out of My Life,2003,us,album_bound_track_no_safe_match,0,0,,986497062,,false
album_sidecar_track:album|josh groban|closer@@1@@16@@@@you re only place:album_bound_track_no_safe_match:986497062,apple_music_sidecar_track_album_bound_pass_v1,album|josh groban|closer@@1@@16@@@@you re only place,album_sidecar_track,track,Josh Groban,You're the Only Place,2003,us,album_bound_track_no_safe_match,0,0,,986497062,,false
album_sidecar_track:album|josh groban|closer@@1@@17@@@@my december:album_bound_track_no_safe_match:986497062,apple_music_sidecar_track_album_bound_pass_v1,album|josh groban|closer@@1@@17@@@@my december,album_sidecar_track,track,Josh Groban,My December,2003,us,album_bound_track_no_safe_match,0,0,,986497062,,false
album_sidecar_track:album|juan gabriel|recuerdos ii@@1@@1@@@@juarez es el numero uno:album_bound_track_no_safe_match:404411092,apple_music_sidecar_track_album_bound_pass_v1,album|juan gabriel|recuerdos ii@@1@@1@@@@juarez es el numero uno,album_sidecar_track,track,Juan Gabriel,Juárez es el número uno,1984,us,album_bound_track_no_safe_match,1,62,,404411092,,false
album_sidecar_track:album|judas priest|british steel@@1@@2@@@@rapid fire:album_bound_track_no_safe_match:207346194,apple_music_sidecar_track_album_bound_pass_v1,album|judas priest|british steel@@1@@2@@@@rapid fire,album_sidecar_track,track,Judas Priest,Rapid Fire,1980,us,album_bound_track_no_safe_match,5,66,61,207346194,,false
album_sidecar_track:album|judas priest|british steel@@1@@7@@@@don t have to be old to be wise:album_bound_track_no_safe_match:207346194,apple_music_sidecar_track_album_bound_pass_v1,album|judas priest|british steel@@1@@7@@@@don t have to be old to be wise,album_sidecar_track,track,Judas Priest,Don’t Have to Be Old to Be Wise,1980,us,album_bound_track_no_safe_match,4,45,17,207346194,,false
album_sidecar_track:album|justice|cross@@1@@1@@@@a documentary by justice romain gavras and so me:album_bound_track_no_safe_match:1331418560,apple_music_sidecar_track_album_bound_pass_v1,album|justice|cross@@1@@1@@@@a documentary by justice romain gavras and so me,album_sidecar_track,track,Justice,"A Documentary by Justice, Romain Gavras & So‐Me",2007,us,album_bound_track_no_safe_match,18,48,11,1331418560,,false
album_sidecar_track:album|justice|cross@@2@@15@@@@phantom pt ii:album_bound_track_no_safe_match:1331418560,apple_music_sidecar_track_album_bound_pass_v1,album|justice|cross@@2@@15@@@@phantom pt ii,album_sidecar_track,track,Justice,"Phantom, Pt II",2007,us,album_bound_track_no_safe_match,7,21,10,1331418560,,false
album_sidecar_track:album|justice|cross@@2@@3@@@@phantom pt i:album_bound_track_no_safe_match:1331418560,apple_music_sidecar_track_album_bound_pass_v1,album|justice|cross@@2@@3@@@@phantom pt i,album_sidecar_track,track,Justice,"Phantom, Pt I",2007,us,album_bound_track_no_safe_match,16,24,21,1331418560,,false
album_sidecar_track:album|justice|cross@@2@@4@@@@phantom pt i 5:album_bound_track_no_safe_match:1331418560,apple_music_sidecar_track_album_bound_pass_v1,album|justice|cross@@2@@4@@@@phantom pt i 5,album_sidecar_track,track,Justice,"Phantom, Pt I.5",2007,us,album_bound_track_no_safe_match,16,23,10,1331418560,,false
album_sidecar_track:album|justice|cross@@2@@6@@@@d a n c e pt ii:album_bound_track_no_safe_match:1331418560,apple_music_sidecar_track_album_bound_pass_v1,album|justice|cross@@2@@6@@@@d a n c e pt ii,album_sidecar_track,track,Justice,"D.A.N.C.E., Pt II",2007,us,album_bound_track_no_safe_match,15,21,20,1331418560,,false
album_sidecar_track:album|kaleidoscope|tangerine dream@@1@@9@@@@holidaymaker:album_bound_track_no_safe_match:1443997135,apple_music_sidecar_track_album_bound_pass_v1,album|kaleidoscope|tangerine dream@@1@@9@@@@holidaymaker,album_sidecar_track,track,Kaleidoscope,Holidaymaker,1967,us,album_bound_track_no_safe_match,1,57,,1443997135,,false
album_sidecar_track:album|kathleen edwards|failer@@1@@10@@@@sweet little duck:album_bound_track_no_safe_match:1466258211,apple_music_sidecar_track_album_bound_pass_v1,album|kathleen edwards|failer@@1@@10@@@@sweet little duck,album_sidecar_track,track,Kathleen Edwards,Sweet Little Duck,2003,us,album_bound_track_no_safe_match,1,57,,1466258211,,false
album_sidecar_track:album|katy perry|teenage dream@@1@@13@@@@california gurls passion pit main mix:album_bound_track_no_safe_match:716192216,apple_music_sidecar_track_album_bound_pass_v1,album|katy perry|teenage dream@@1@@13@@@@california gurls passion pit main mix,album_sidecar_track,track,Katy Perry,California Gurls (Passion Pit main mix),2010,us,album_bound_track_no_safe_match,0,0,,716192216,,false
album_sidecar_track:album|katy perry|teenage dream@@1@@14@@@@california gurls mstrkrft main mix:album_bound_track_no_safe_match:716192216,apple_music_sidecar_track_album_bound_pass_v1,album|katy perry|teenage dream@@1@@14@@@@california gurls mstrkrft main mix,album_sidecar_track,track,Katy Perry,California Gurls (Mstrkrft main mix),2010,us,album_bound_track_no_safe_match,0,0,,716192216,,false
album_sidecar_track:album|katy perry|teenage dream@@1@@15@@@@teenage dream kaskade club remix:album_bound_track_no_safe_match:716192216,apple_music_sidecar_track_album_bound_pass_v1,album|katy perry|teenage dream@@1@@15@@@@teenage dream kaskade club remix,album_sidecar_track,track,Katy Perry,Teenage Dream (Kaskade club remix),2010,us,album_bound_track_no_safe_match,0,0,,716192216,,false
album_sidecar_track:album|katy perry|teenage dream@@1@@16@@@@peacock cory enemy and mia moretti vocal club mix:album_bound_track_no_safe_match:716192216,apple_music_sidecar_track_album_bound_pass_v1,album|katy perry|teenage dream@@1@@16@@@@peacock cory enemy and mia moretti vocal club mix,album_sidecar_track,track,Katy Perry,Peacock (Cory Enemy & Mia Moretti vocal club mix),2010,us,album_bound_track_no_safe_match,0,0,,716192216,,false
album_sidecar_track:album|katy perry|teenage dream@@2@@1@@@@teenage dream:album_bound_track_no_safe_match:716192216,apple_music_sidecar_track_album_bound_pass_v1,album|katy perry|teenage dream@@2@@1@@@@teenage dream,album_sidecar_track,track,Katy Perry,Teenage Dream,2010,us,album_bound_track_no_safe_match,0,0,,716192216,,false
album_sidecar_track:album|kc and the sunshine band|kc and the sunshine band@@1@@1@@@@let it go part one:album_bound_track_no_safe_match:814050390,apple_music_sidecar_track_album_bound_pass_v1,album|kc and the sunshine band|kc and the sunshine band@@1@@1@@@@let it go part one,album_sidecar_track,track,KC and the Sunshine Band,"Let It Go, Part One",1975,us,album_bound_track_no_safe_match,2,62,7,814050390,,false
album_sidecar_track:album|kc and the sunshine band|kc and the sunshine band@@1@@9@@@@let it go part two:album_bound_track_no_safe_match:814050390,apple_music_sidecar_track_album_bound_pass_v1,album|kc and the sunshine band|kc and the sunshine band@@1@@9@@@@let it go part two,album_sidecar_track,track,KC and the Sunshine Band,"Let It Go, Part Two",1975,us,album_bound_track_no_safe_match,2,57,12,814050390,,false
album_sidecar_track:album|kendrick lamar|good kid m a a d city@@1@@13@@@@recipe:album_bound_track_no_safe_match:1471263898,apple_music_sidecar_track_album_bound_pass_v1,album|kendrick lamar|good kid m a a d city@@1@@13@@@@recipe,album_sidecar_track,track,Kendrick Lamar,The Recipe,2012,us,album_bound_track_no_safe_match,0,0,,1471263898,,false
album_sidecar_track:album|kendrick lamar|good kid m a a d city@@1@@14@@@@black boy fly:album_bound_track_no_safe_match:1471263898,apple_music_sidecar_track_album_bound_pass_v1,album|kendrick lamar|good kid m a a d city@@1@@14@@@@black boy fly,album_sidecar_track,track,Kendrick Lamar,Black Boy Fly,2012,us,album_bound_track_no_safe_match,0,0,,1471263898,,false
album_sidecar_track:album|kendrick lamar|good kid m a a d city@@1@@15@@@@now or never:album_bound_track_no_safe_match:1471263898,apple_music_sidecar_track_album_bound_pass_v1,album|kendrick lamar|good kid m a a d city@@1@@15@@@@now or never,album_sidecar_track,track,Kendrick Lamar,Now or Never,2012,us,album_bound_track_no_safe_match,0,0,,1471263898,,false
album_sidecar_track:album|kendrick lamar|good kid m a a d city@@1@@16@@@@collect calls:album_bound_track_no_safe_match:1471263898,apple_music_sidecar_track_album_bound_pass_v1,album|kendrick lamar|good kid m a a d city@@1@@16@@@@collect calls,album_sidecar_track,track,Kendrick Lamar,Collect Calls,2012,us,album_bound_track_no_safe_match,0,0,,1471263898,,false
album_sidecar_track:album|kendrick lamar|good kid m a a d city@@1@@17@@@@swimming pools drank:album_bound_track_no_safe_match:1471263898,apple_music_sidecar_track_album_bound_pass_v1,album|kendrick lamar|good kid m a a d city@@1@@17@@@@swimming pools drank,album_sidecar_track,track,Kendrick Lamar,Swimming Pools (Drank),2012,us,album_bound_track_no_safe_match,0,0,,1471263898,,false
album_sidecar_track:album|kendrick lamar|good kid m a a d city@@1@@18@@@@recipe black hippy remix:album_bound_track_no_safe_match:1471263898,apple_music_sidecar_track_album_bound_pass_v1,album|kendrick lamar|good kid m a a d city@@1@@18@@@@recipe black hippy remix,album_sidecar_track,track,Kendrick Lamar,The Recipe (Black Hippy remix),2012,us,album_bound_track_no_safe_match,0,0,,1471263898,,false
album_sidecar_track:album|kendrick lamar|good kid m a a d city@@1@@19@@@@swimming pools black hippy remix:album_bound_track_no_safe_match:1471263898,apple_music_sidecar_track_album_bound_pass_v1,album|kendrick lamar|good kid m a a d city@@1@@19@@@@swimming pools black hippy remix,album_sidecar_track,track,Kendrick Lamar,Swimming Pools (Black Hippy remix),2012,us,album_bound_track_no_safe_match,0,0,,1471263898,,false
album_sidecar_track:album|kenny g|classics in the key of g@@2@@1@@@@jasmine flower:album_bound_track_no_safe_match:271367813,apple_music_sidecar_track_album_bound_pass_v1,album|kenny g|classics in the key of g@@2@@1@@@@jasmine flower,album_sidecar_track,track,Kenny G,Jasmine Flower,1999,us,album_bound_track_no_safe_match,1,12,,271367813,,false
album_sidecar_track:album|kenny g|classics in the key of g@@2@@2@@@@natural ride:album_bound_track_no_safe_match:271367813,apple_music_sidecar_track_album_bound_pass_v1,album|kenny g|classics in the key of g@@2@@2@@@@natural ride,album_sidecar_track,track,Kenny G,Natural Ride,1999,us,album_bound_track_no_safe_match,1,17,,271367813,,false
album_sidecar_track:album|kenny g|classics in the key of g@@2@@3@@@@waiting for you:album_bound_track_no_safe_match:271367813,apple_music_sidecar_track_album_bound_pass_v1,album|kenny g|classics in the key of g@@2@@3@@@@waiting for you,album_sidecar_track,track,Kenny G,Waiting For You,1999,us,album_bound_track_no_safe_match,1,17,,271367813,,false
album_sidecar_track:album|kenny g|duotones@@1@@1@@@@what does it take to win your love:album_bound_track_no_safe_match:299723498,apple_music_sidecar_track_album_bound_pass_v1,album|kenny g|duotones@@1@@1@@@@what does it take to win your love,album_sidecar_track,track,Kenny G,What Does It Take (To Win Your Love),1986,us,album_bound_track_no_safe_match,1,51,,299723498,,false
album_sidecar_track:album|kenny g|duotones@@1@@6@@@@and you know that:album_bound_track_no_safe_match:299723498,apple_music_sidecar_track_album_bound_pass_v1,album|kenny g|duotones@@1@@6@@@@and you know that,album_sidecar_track,track,Kenny G,And You Know That,1986,us,album_bound_track_no_safe_match,1,43,,299723498,,false
album_sidecar_track:album|kesha|animal@@1@@1@@@@animal brownie remix:album_bound_track_no_safe_match:381237317,apple_music_sidecar_track_album_bound_pass_v1,album|kesha|animal@@1@@1@@@@animal brownie remix,album_sidecar_track,track,Kesha,Animal (Brownie remix),2010,us,album_bound_track_no_safe_match,18,57,48,381237317,,false
album_sidecar_track:album|kid laroi|first time@@1@@14@@@@line:album_bound_track_no_safe_match:1895174191,apple_music_sidecar_track_album_bound_pass_v1,album|kid laroi|first time@@1@@14@@@@line,album_sidecar_track,track,The Kid LAROI,THE LINE,2023,us,album_bound_track_no_safe_match,0,0,,1895174191,,false
album_sidecar_track:album|kidz bop|kidz bop@@1@@1@@@@crazy in love:album_bound_track_no_safe_match:1440930066,apple_music_sidecar_track_album_bound_pass_v1,album|kidz bop|kidz bop@@1@@1@@@@crazy in love,album_sidecar_track,track,Kidz Bop,Crazy in Love,2001,us,album_bound_track_no_safe_match,18,58,21,1440930066,,false
album_sidecar_track:album|kidz bop|kidz bop@@1@@10@@@@someday:album_bound_track_no_safe_match:1440930066,apple_music_sidecar_track_album_bound_pass_v1,album|kidz bop|kidz bop@@1@@10@@@@someday,album_sidecar_track,track,Kidz Bop,Someday,2001,us,album_bound_track_no_safe_match,18,43,26,1440930066,,false
album_sidecar_track:album|kidz bop|kidz bop@@1@@11@@@@there s gotta be more to life:album_bound_track_no_safe_match:1440930066,apple_music_sidecar_track_album_bound_pass_v1,album|kidz bop|kidz bop@@1@@11@@@@there s gotta be more to life,album_sidecar_track,track,Kidz Bop,There's Gotta Be (More to Life),2001,us,album_bound_track_no_safe_match,18,43,26,1440930066,,false
album_sidecar_track:album|kidz bop|kidz bop@@1@@12@@@@senorita:album_bound_track_no_safe_match:1440930066,apple_music_sidecar_track_album_bound_pass_v1,album|kidz bop|kidz bop@@1@@12@@@@senorita,album_sidecar_track,track,Kidz Bop,Senorita,2001,us,album_bound_track_no_safe_match,18,48,17,1440930066,,false
album_sidecar_track:album|kidz bop|kidz bop@@1@@13@@@@never leave you uh oooh uh oooh:album_bound_track_no_safe_match:1440930066,apple_music_sidecar_track_album_bound_pass_v1,album|kidz bop|kidz bop@@1@@13@@@@never leave you uh oooh uh oooh,album_sidecar_track,track,Kidz Bop,"Never Leave You (Uh Oooh, Uh Oooh)",2001,us,album_bound_track_no_safe_match,18,43,14,1440930066,,false
album_sidecar_track:album|kidz bop|kidz bop@@1@@14@@@@headstrong:album_bound_track_no_safe_match:1440930066,apple_music_sidecar_track_album_bound_pass_v1,album|kidz bop|kidz bop@@1@@14@@@@headstrong,album_sidecar_track,track,Kidz Bop,Headstrong,2001,us,album_bound_track_no_safe_match,18,53,17,1440930066,,false
album_sidecar_track:album|kidz bop|kidz bop@@1@@15@@@@low:album_bound_track_no_safe_match:1440930066,apple_music_sidecar_track_album_bound_pass_v1,album|kidz bop|kidz bop@@1@@15@@@@low,album_sidecar_track,track,Kidz Bop,Low,2001,us,album_bound_track_no_safe_match,18,43,24,1440930066,,false
album_sidecar_track:album|kidz bop|kidz bop@@1@@16@@@@me against music:album_bound_track_no_safe_match:1440930066,apple_music_sidecar_track_album_bound_pass_v1,album|kidz bop|kidz bop@@1@@16@@@@me against music,album_sidecar_track,track,Kidz Bop,Me Against the Music,2001,us,album_bound_track_no_safe_match,18,48,21,1440930066,,false
album_sidecar_track:album|kidz bop|kidz bop@@1@@17@@@@perfect:album_bound_track_no_safe_match:1440930066,apple_music_sidecar_track_album_bound_pass_v1,album|kidz bop|kidz bop@@1@@17@@@@perfect,album_sidecar_track,track,Kidz Bop,Perfect,2001,us,album_bound_track_no_safe_match,18,43,12,1440930066,,false
album_sidecar_track:album|kidz bop|kidz bop@@1@@18@@@@cinderella:album_bound_track_no_safe_match:1440930066,apple_music_sidecar_track_album_bound_pass_v1,album|kidz bop|kidz bop@@1@@18@@@@cinderella,album_sidecar_track,track,Kidz Bop,Cinderella,2001,us,album_bound_track_no_safe_match,18,53,22,1440930066,,false
album_sidecar_track:album|kidz bop|kidz bop@@1@@2@@@@hey ya:album_bound_track_no_safe_match:1440930066,apple_music_sidecar_track_album_bound_pass_v1,album|kidz bop|kidz bop@@1@@2@@@@hey ya,album_sidecar_track,track,Kidz Bop,Hey Ya!,2001,us,album_bound_track_no_safe_match,18,47,21,1440930066,,false
album_sidecar_track:album|kidz bop|kidz bop@@1@@3@@@@are you happy now:album_bound_track_no_safe_match:1440930066,apple_music_sidecar_track_album_bound_pass_v1,album|kidz bop|kidz bop@@1@@3@@@@are you happy now,album_sidecar_track,track,Kidz Bop,Are You Happy Now?,2001,us,album_bound_track_no_safe_match,18,51,21,1440930066,,false
album_sidecar_track:album|kidz bop|kidz bop@@1@@4@@@@invisible:album_bound_track_no_safe_match:1440930066,apple_music_sidecar_track_album_bound_pass_v1,album|kidz bop|kidz bop@@1@@4@@@@invisible,album_sidecar_track,track,Kidz Bop,Invisible,2001,us,album_bound_track_no_safe_match,18,45,21,1440930066,,false
album_sidecar_track:album|kidz bop|kidz bop@@1@@5@@@@it s my life:album_bound_track_no_safe_match:1440930066,apple_music_sidecar_track_album_bound_pass_v1,album|kidz bop|kidz bop@@1@@5@@@@it s my life,album_sidecar_track,track,Kidz Bop,It's My Life,2001,us,album_bound_track_no_safe_match,18,49,17,1440930066,,false
album_sidecar_track:album|kidz bop|kidz bop@@1@@6@@@@here without you:album_bound_track_no_safe_match:1440930066,apple_music_sidecar_track_album_bound_pass_v1,album|kidz bop|kidz bop@@1@@6@@@@here without you,album_sidecar_track,track,Kidz Bop,Here Without You,2001,us,album_bound_track_no_safe_match,18,48,21,1440930066,,false
album_sidecar_track:album|kidz bop|kidz bop@@1@@7@@@@girls and boys:album_bound_track_no_safe_match:1440930066,apple_music_sidecar_track_album_bound_pass_v1,album|kidz bop|kidz bop@@1@@7@@@@girls and boys,album_sidecar_track,track,Kidz Bop,Girls and Boys,2001,us,album_bound_track_no_safe_match,18,43,19,1440930066,,false
album_sidecar_track:album|kidz bop|kidz bop@@1@@8@@@@so yesterday:album_bound_track_no_safe_match:1440930066,apple_music_sidecar_track_album_bound_pass_v1,album|kidz bop|kidz bop@@1@@8@@@@so yesterday,album_sidecar_track,track,Kidz Bop,So Yesterday,2001,us,album_bound_track_no_safe_match,18,43,21,1440930066,,false
album_sidecar_track:album|kidz bop|kidz bop@@1@@9@@@@why don t you and i:album_bound_track_no_safe_match:1440930066,apple_music_sidecar_track_album_bound_pass_v1,album|kidz bop|kidz bop@@1@@9@@@@why don t you and i,album_sidecar_track,track,Kidz Bop,Why Don't You and I,2001,us,album_bound_track_no_safe_match,18,57,17,1440930066,,false
album_sidecar_track:album|killers|direct hits@@1@@16@@@@mr brightside original demo:album_bound_track_no_safe_match:1440891166,apple_music_sidecar_track_album_bound_pass_v1,album|killers|direct hits@@1@@16@@@@mr brightside original demo,album_sidecar_track,track,The Killers,Mr. Brightside (original demo),2013,us,album_bound_track_no_safe_match,0,0,,1440891166,,false
