deferred_key,run_version,source_ref,source_type,source_candidate_type,artist_display_name,title,year,storefront,deferred_reason,candidate_count,best_score,second_score,apple_album_id,error_message,raw_payload_persisted
album_sidecar_track:album|chiffons|chiffons@@1@@4@@@@will you love me tomorrow:album_bound_track_no_safe_match:1466690187,apple_music_sidecar_track_album_bound_pass_v1,album|chiffons|chiffons@@1@@4@@@@will you love me tomorrow,album_sidecar_track,track,The Chiffons,Will You Love Me Tomorrow,1963,us,album_bound_track_no_safe_match,42,55,21,1466690187,,false
album_sidecar_track:album|chiffons|chiffons@@1@@6@@@@i wonder why:album_bound_track_no_safe_match:1466690187,apple_music_sidecar_track_album_bound_pass_v1,album|chiffons|chiffons@@1@@6@@@@i wonder why,album_sidecar_track,track,The Chiffons,I Wonder Why,1963,us,album_bound_track_no_safe_match,41,43,23,1466690187,,false
album_sidecar_track:album|chiffons|chiffons@@1@@7@@@@nobody knows what s going on in my mind:album_bound_track_no_safe_match:1466690187,apple_music_sidecar_track_album_bound_pass_v1,album|chiffons|chiffons@@1@@7@@@@nobody knows what s going on in my mind,album_sidecar_track,track,The Chiffons,Nobody Knows What’s Going On in My Mind,1963,us,album_bound_track_no_safe_match,41,53,45,1466690187,,false
album_sidecar_track:album|chiffons|chiffons@@1@@8@@@@boy s happy girl s happy too:album_bound_track_no_safe_match:1466690187,apple_music_sidecar_track_album_bound_pass_v1,album|chiffons|chiffons@@1@@8@@@@boy s happy girl s happy too,album_sidecar_track,track,The Chiffons,The Boy’s Happy (the Girl’s Happy Too),1963,us,album_bound_track_no_safe_match,41,45,43,1466690187,,false
album_sidecar_track:album|chiffons|chiffons@@2@@10@@@@why do fools fall in love:album_bound_track_no_safe_match:1466690187,apple_music_sidecar_track_album_bound_pass_v1,album|chiffons|chiffons@@2@@10@@@@why do fools fall in love,album_sidecar_track,track,The Chiffons,Why Do Fools Fall in Love,1963,us,album_bound_track_no_safe_match,33,43,17,1466690187,,false
album_sidecar_track:album|chiffons|chiffons@@2@@4@@@@it s my party:album_bound_track_no_safe_match:1466690187,apple_music_sidecar_track_album_bound_pass_v1,album|chiffons|chiffons@@2@@4@@@@it s my party,album_sidecar_track,track,The Chiffons,It’s My Party,1963,us,album_bound_track_no_safe_match,36,48,21,1466690187,,false
album_sidecar_track:album|chiffons|chiffons@@2@@5@@@@loco motion:album_bound_track_no_safe_match:1466690187,apple_music_sidecar_track_album_bound_pass_v1,album|chiffons|chiffons@@2@@5@@@@loco motion,album_sidecar_track,track,The Chiffons,The Loco‐Motion,1963,us,album_bound_track_no_safe_match,36,57,23,1466690187,,false
album_sidecar_track:album|chiffons|chiffons@@2@@9@@@@see you in september:album_bound_track_no_safe_match:1466690187,apple_music_sidecar_track_album_bound_pass_v1,album|chiffons|chiffons@@2@@9@@@@see you in september,album_sidecar_track,track,The Chiffons,See You in September,1963,us,album_bound_track_no_safe_match,33,57,21,1466690187,,false
album_sidecar_track:album|christopher cross|christopher cross@@1@@2@@@@never be same:album_bound_track_no_safe_match:1862733668,apple_music_sidecar_track_album_bound_pass_v1,album|christopher cross|christopher cross@@1@@2@@@@never be same,album_sidecar_track,track,Christopher Cross,Never Be the Same,1979,us,album_bound_track_no_safe_match,4,53,17,1862733668,,false
album_sidecar_track:album|christopher cross|christopher cross@@1@@3@@@@poor shirley beg:album_bound_track_no_safe_match:1862733668,apple_music_sidecar_track_album_bound_pass_v1,album|christopher cross|christopher cross@@1@@3@@@@poor shirley beg,album_sidecar_track,track,Christopher Cross,Poor Shirley (beg.),1979,us,album_bound_track_no_safe_match,4,44,9,1862733668,,false
album_sidecar_track:album|christopher cross|christopher cross@@1@@4@@@@poor shirley concl:album_bound_track_no_safe_match:1862733668,apple_music_sidecar_track_album_bound_pass_v1,album|christopher cross|christopher cross@@1@@4@@@@poor shirley concl,album_sidecar_track,track,Christopher Cross,Poor Shirley (concl.),1979,us,album_bound_track_no_safe_match,4,45,44,1862733668,,false
album_sidecar_track:album|christopher cross|christopher cross@@1@@6@@@@light is on beg:album_bound_track_no_safe_match:1862733668,apple_music_sidecar_track_album_bound_pass_v1,album|christopher cross|christopher cross@@1@@6@@@@light is on beg,album_sidecar_track,track,Christopher Cross,The Light Is On (beg.),1979,us,album_bound_track_no_safe_match,3,43,9,1862733668,,false
album_sidecar_track:album|chuck berry|after school session@@1@@11@@@@down bound train:album_bound_track_no_safe_match:1499703936,apple_music_sidecar_track_album_bound_pass_v1,album|chuck berry|after school session@@1@@11@@@@down bound train,album_sidecar_track,track,Chuck Berry,Down Bound Train,1957,us,album_bound_track_no_safe_match,2,57,17,1499703936,,false
album_sidecar_track:album|chuck berry|after school session@@1@@9@@@@together we will always be:album_bound_track_no_safe_match:1499703936,apple_music_sidecar_track_album_bound_pass_v1,album|chuck berry|after school session@@1@@9@@@@together we will always be,album_sidecar_track,track,Chuck Berry,Together We Will Always Be,1957,us,album_bound_track_no_safe_match,2,57,17,1499703936,,false
album_sidecar_track:album|chvrches|every open eye@@1@@12@@@@up in arms:album_bound_track_no_safe_match:1771710587,apple_music_sidecar_track_album_bound_pass_v1,album|chvrches|every open eye@@1@@12@@@@up in arms,album_sidecar_track,track,Chvrches,Up in Arms,2015,us,album_bound_track_no_safe_match,0,0,,1771710587,,false
album_sidecar_track:album|cockney rebel|psychomodo@@1@@1@@@@mr soft:album_bound_track_no_safe_match:1629177704,apple_music_sidecar_track_album_bound_pass_v1,album|cockney rebel|psychomodo@@1@@1@@@@mr soft,album_sidecar_track,track,Cockney Rebel,Mr. Soft,1974,us,album_bound_track_no_safe_match,6,56,48,1629177704,,false
album_sidecar_track:album|cockney rebel|psychomodo@@1@@3@@@@bed in corner:album_bound_track_no_safe_match:1629177704,apple_music_sidecar_track_album_bound_pass_v1,album|cockney rebel|psychomodo@@1@@3@@@@bed in corner,album_sidecar_track,track,Cockney Rebel,Bed in the Corner,1974,us,album_bound_track_no_safe_match,6,53,51,1629177704,,false
album_sidecar_track:album|cranberries|no need to argue@@1@@11@@@@yeat s grave:album_bound_track_no_safe_match:1828830621,apple_music_sidecar_track_album_bound_pass_v1,album|cranberries|no need to argue@@1@@11@@@@yeat s grave,album_sidecar_track,track,The Cranberries,Yeat’s Grave,1994,us,album_bound_track_no_safe_match,1,53,,1828830621,,false
album_sidecar_track:album|crystals|he s a rebel@@1@@3@@@@another country another town:album_bound_track_no_safe_match:518081032,apple_music_sidecar_track_album_bound_pass_v1,album|crystals|he s a rebel@@1@@3@@@@another country another town,album_sidecar_track,track,The Crystals,Another Country-Another Town,1963,us,album_bound_track_no_safe_match,2,60,12,518081032,,false
album_sidecar_track:album|crystals|he s a rebel@@1@@9@@@@what a nice way to turn seventeen:album_bound_track_no_safe_match:518081032,apple_music_sidecar_track_album_bound_pass_v1,album|crystals|he s a rebel@@1@@9@@@@what a nice way to turn seventeen,album_sidecar_track,track,The Crystals,What a Nice Way to Turn Seventeen,1963,us,album_bound_track_no_safe_match,2,57,15,518081032,,false
album_sidecar_track:album|curtis mayfield|super fly@@1@@10@@@@we got to have peace:album_bound_track_no_safe_match:1048472205,apple_music_sidecar_track_album_bound_pass_v1,album|curtis mayfield|super fly@@1@@10@@@@we got to have peace,album_sidecar_track,track,Curtis Mayfield,We Got to Have Peace,1972,us,album_bound_track_no_safe_match,8,17,16,1048472205,,false
album_sidecar_track:album|curtis mayfield|super fly@@1@@11@@@@if i were only a child again:album_bound_track_no_safe_match:1048472205,apple_music_sidecar_track_album_bound_pass_v1,album|curtis mayfield|super fly@@1@@11@@@@if i were only a child again,album_sidecar_track,track,Curtis Mayfield,If I Were Only a Child Again,1972,us,album_bound_track_no_safe_match,8,12,11,1048472205,,false
album_sidecar_track:album|curtis mayfield|super fly@@1@@12@@@@sweet exorcist:album_bound_track_no_safe_match:1048472205,apple_music_sidecar_track_album_bound_pass_v1,album|curtis mayfield|super fly@@1@@12@@@@sweet exorcist,album_sidecar_track,track,Curtis Mayfield,Sweet Exorcist,1972,us,album_bound_track_no_safe_match,8,21,13,1048472205,,false
album_sidecar_track:album|curtis mayfield|super fly@@1@@13@@@@show me love:album_bound_track_no_safe_match:1048472205,apple_music_sidecar_track_album_bound_pass_v1,album|curtis mayfield|super fly@@1@@13@@@@show me love,album_sidecar_track,track,Curtis Mayfield,Show Me Love,1972,us,album_bound_track_no_safe_match,8,21,12,1048472205,,false
album_sidecar_track:album|curtis mayfield|super fly@@1@@14@@@@do do wap is strong in here:album_bound_track_no_safe_match:1048472205,apple_music_sidecar_track_album_bound_pass_v1,album|curtis mayfield|super fly@@1@@14@@@@do do wap is strong in here,album_sidecar_track,track,Curtis Mayfield,Do Do Wap Is Strong in Here,1972,us,album_bound_track_no_safe_match,8,26,24,1048472205,,false
album_sidecar_track:album|curtis mayfield|super fly@@1@@15@@@@do it all night:album_bound_track_no_safe_match:1048472205,apple_music_sidecar_track_album_bound_pass_v1,album|curtis mayfield|super fly@@1@@15@@@@do it all night,album_sidecar_track,track,Curtis Mayfield,Do It All Night,1972,us,album_bound_track_no_safe_match,8,17,12,1048472205,,false
album_sidecar_track:album|curtis mayfield|super fly@@1@@16@@@@don t worry if there s a hell below we re all going to go:album_bound_track_no_safe_match:1048472205,apple_music_sidecar_track_album_bound_pass_v1,album|curtis mayfield|super fly@@1@@16@@@@don t worry if there s a hell below we re all going to go,album_sidecar_track,track,Curtis Mayfield,(Don’t Worry) If There’s A Hell Below We’re All Going To Go,1972,us,album_bound_track_no_safe_match,8,12,11,1048472205,,false
album_sidecar_track:album|curtis mayfield|super fly@@1@@2@@@@freddie s dead:album_bound_track_no_safe_match:1048472205,apple_music_sidecar_track_album_bound_pass_v1,album|curtis mayfield|super fly@@1@@2@@@@freddie s dead,album_sidecar_track,track,Curtis Mayfield,Freddie’s Dead,1972,us,album_bound_track_no_safe_match,8,60,52,1048472205,,false
album_sidecar_track:album|curtis mayfield|super fly@@1@@3@@@@kung fu:album_bound_track_no_safe_match:1048472205,apple_music_sidecar_track_album_bound_pass_v1,album|curtis mayfield|super fly@@1@@3@@@@kung fu,album_sidecar_track,track,Curtis Mayfield,Kung Fu,1972,us,album_bound_track_no_safe_match,8,46,21,1048472205,,false
album_sidecar_track:album|curtis mayfield|super fly@@1@@4@@@@so in love:album_bound_track_no_safe_match:1048472205,apple_music_sidecar_track_album_bound_pass_v1,album|curtis mayfield|super fly@@1@@4@@@@so in love,album_sidecar_track,track,Curtis Mayfield,So in Love,1972,us,album_bound_track_no_safe_match,8,45,22,1048472205,,false
album_sidecar_track:album|curtis mayfield|super fly@@1@@5@@@@only you babe:album_bound_track_no_safe_match:1048472205,apple_music_sidecar_track_album_bound_pass_v1,album|curtis mayfield|super fly@@1@@5@@@@only you babe,album_sidecar_track,track,Curtis Mayfield,Only You Babe,1972,us,album_bound_track_no_safe_match,8,58,12,1048472205,,false
album_sidecar_track:album|curtis mayfield|super fly@@1@@6@@@@get down:album_bound_track_no_safe_match:1048472205,apple_music_sidecar_track_album_bound_pass_v1,album|curtis mayfield|super fly@@1@@6@@@@get down,album_sidecar_track,track,Curtis Mayfield,Get Down,1972,us,album_bound_track_no_safe_match,8,43,17,1048472205,,false
album_sidecar_track:album|curtis mayfield|super fly@@1@@7@@@@future shock:album_bound_track_no_safe_match:1048472205,apple_music_sidecar_track_album_bound_pass_v1,album|curtis mayfield|super fly@@1@@7@@@@future shock,album_sidecar_track,track,Curtis Mayfield,Future Shock,1972,us,album_bound_track_no_safe_match,8,43,17,1048472205,,false
album_sidecar_track:album|curtis mayfield|super fly@@1@@8@@@@mother s son:album_bound_track_no_safe_match:1048472205,apple_music_sidecar_track_album_bound_pass_v1,album|curtis mayfield|super fly@@1@@8@@@@mother s son,album_sidecar_track,track,Curtis Mayfield,Mother’s Son,1972,us,album_bound_track_no_safe_match,8,43,12,1048472205,,false
album_sidecar_track:album|curtis mayfield|super fly@@1@@9@@@@short eyes freek free free free:album_bound_track_no_safe_match:1048472205,apple_music_sidecar_track_album_bound_pass_v1,album|curtis mayfield|super fly@@1@@9@@@@short eyes freek free free free,album_sidecar_track,track,Curtis Mayfield,"Short Eyes / Freek, Free, Free Free",1972,us,album_bound_track_no_safe_match,8,17,15,1048472205,,false
album_sidecar_track:album|d banj|entertainer@@1@@7@@@@gbelo gbelo:album_bound_track_no_safe_match:1636949442,apple_music_sidecar_track_album_bound_pass_v1,album|d banj|entertainer@@1@@7@@@@gbelo gbelo,album_sidecar_track,track,D'banj,Gbelo Gbelo,2008,us,album_bound_track_no_safe_match,2,43,7,1636949442,,false
album_sidecar_track:album|d banj|entertainer@@1@@9@@@@if i dey crase:album_bound_track_no_safe_match:1636949442,apple_music_sidecar_track_album_bound_pass_v1,album|d banj|entertainer@@1@@9@@@@if i dey crase,album_sidecar_track,track,D'banj,If I Dey Crase,2008,us,album_bound_track_no_safe_match,2,43,7,1636949442,,false
album_sidecar_track:album|daft punk|homework@@1@@2@@@@wdpk 83 7 fm:album_bound_track_no_safe_match:696884422,apple_music_sidecar_track_album_bound_pass_v1,album|daft punk|homework@@1@@2@@@@wdpk 83 7 fm,album_sidecar_track,track,Daft Punk,WDPK 83.7 FM,1997,us,album_bound_track_no_safe_match,2,61,8,696884422,,false
album_sidecar_track:album|daft punk|homework@@1@@5@@@@ph nix:album_bound_track_no_safe_match:696884422,apple_music_sidecar_track_album_bound_pass_v1,album|daft punk|homework@@1@@5@@@@ph nix,album_sidecar_track,track,Daft Punk,Phœnix,1997,us,album_bound_track_no_safe_match,2,58,11,696884422,,false
album_sidecar_track:album|damned|damned damned damned@@1@@5@@@@stab your back:album_bound_track_no_safe_match:1439808377,apple_music_sidecar_track_album_bound_pass_v1,album|damned|damned damned damned@@1@@5@@@@stab your back,album_sidecar_track,track,The Damned,Stab Your Back,1977,us,album_bound_track_no_safe_match,1,58,,1439808377,,false
album_sidecar_track:album|damned|machine gun etiquette@@1@@11@@@@smash it up part i:album_bound_track_no_safe_match:1621373741,apple_music_sidecar_track_album_bound_pass_v1,album|damned|machine gun etiquette@@1@@11@@@@smash it up part i,album_sidecar_track,track,The Damned,"Smash It Up, Part I",1979,us,album_bound_track_no_safe_match,1,43,,1621373741,,false
album_sidecar_track:album|damned|machine gun etiquette@@1@@12@@@@smash it up part ii:album_bound_track_no_safe_match:1621373741,apple_music_sidecar_track_album_bound_pass_v1,album|damned|machine gun etiquette@@1@@12@@@@smash it up part ii,album_sidecar_track,track,The Damned,"Smash It Up, Part II",1979,us,album_bound_track_no_safe_match,1,7,,1621373741,,false
album_sidecar_track:album|danny elfman|batman@@1@@10@@@@face off final:album_bound_track_no_safe_match:41229136,apple_music_sidecar_track_album_bound_pass_v1,album|danny elfman|batman@@1@@10@@@@face off final,album_sidecar_track,track,Danny Elfman,Face Off Final,1989,us,album_bound_track_no_safe_match,7,17,11,41229136,,false
album_sidecar_track:album|danny elfman|batman@@1@@15@@@@a whole new door:album_bound_track_no_safe_match:41229136,apple_music_sidecar_track_album_bound_pass_v1,album|danny elfman|batman@@1@@15@@@@a whole new door,album_sidecar_track,track,Danny Elfman,A Whole New Door,1989,us,album_bound_track_no_safe_match,6,43,11,41229136,,false
album_sidecar_track:album|danny elfman|batman@@1@@16@@@@gotham news:album_bound_track_no_safe_match:41229136,apple_music_sidecar_track_album_bound_pass_v1,album|danny elfman|batman@@1@@16@@@@gotham news,album_sidecar_track,track,Danny Elfman,Gotham News,1989,us,album_bound_track_no_safe_match,6,43,11,41229136,,false
album_sidecar_track:album|danny elfman|batman@@1@@17@@@@joker commercial:album_bound_track_no_safe_match:41229136,apple_music_sidecar_track_album_bound_pass_v1,album|danny elfman|batman@@1@@17@@@@joker commercial,album_sidecar_track,track,Danny Elfman,Joker Commercial,1989,us,album_bound_track_no_safe_match,6,25,12,41229136,,false
